"Statistic Label","Year","Commodity Group","UNIT","VALUE"
"Harmonised Index of Consumer Prices","2020","Personal effects n.e.c. (COICOP 12.3)","Base 2015=100","70"
"Harmonised Index of Consumer Prices","2020","Jewellery, clocks and watches (COICOP 12.3.1)","Base 2015=100","85.5"
"Harmonised Index of Consumer Prices","2020","Other personal effects (COICOP 12.3.2)","Base 2015=100","57.9"
"Harmonised Index of Consumer Prices","2020","Social protection (COICOP 12.4)","Base 2015=100","109.7"
"Harmonised Index of Consumer Prices","2020","Insurance (COICOP 12.5)","Base 2015=100","111.5"
"Harmonised Index of Consumer Prices","2020","Insurance connected with the dwelling (COICOP 12.5.2)","Base 2015=100","85.5"
"Harmonised Index of Consumer Prices","2020","Insurance connected with health (COICOP 12.5.3)","Base 2015=100","117"
"Harmonised Index of Consumer Prices","2020","Insurance connected with transport (COICOP 12.5.4)","Base 2015=100","95.9"
"Harmonised Index of Consumer Prices","2020","Other insurance (COICOP 12.5.5)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2020","Financial services n.e.c. (COICOP 12.6)","Base 2015=100","101.4"
"Harmonised Index of Consumer Prices","2020","Other services n.e.c. (COICOP 12.7)","Base 2015=100","106"
"Harmonised Index of Consumer Prices","2020","Unprocessed food","Base 2015=100","94"
"Harmonised Index of Consumer Prices","2020","Non-energy industrial goods","Base 2015=100","83.9"
"Harmonised Index of Consumer Prices","2020","Energy","Base 2015=100","100.3"
"Harmonised Index of Consumer Prices","2020","Energy and unprocessed food","Base 2015=100","98.7"
"Harmonised Index of Consumer Prices","2020","HICP All items excluding energy","Base 2015=100","101.3"
"Harmonised Index of Consumer Prices","2020","HICP All items excluding energy and unprocessed food","Base 2015=100","101.6"
"Harmonised Index of Consumer Prices","2020","HICP All items excluding housing, water, electricity, gas and other fuels","Base 2015=100","99.6"
"Harmonised Index of Consumer Prices","2021","All-items HICP (COICOP 00)","Base 2015=100","103.6"
"Harmonised Index of Consumer Prices","2021","Food and non-alcoholic beverages (COICOP 01)","Base 2015=100","92.5"
"Harmonised Index of Consumer Prices","2021","Food (COICOP 01.1)","Base 2015=100","92.5"
"Harmonised Index of Consumer Prices","2021","Bread and cereals (COICOP 01.1.1)","Base 2015=100","92.3"
"Harmonised Index of Consumer Prices","2021","Meat (COICOP 01.1.2)","Base 2015=100","91.7"
"Harmonised Index of Consumer Prices","2021","Fish and seafood (COICOP 01.1.3)","Base 2015=100","93.9"
"Harmonised Index of Consumer Prices","2021","Milk, cheese and eggs (COICOP 01.1.4)","Base 2015=100","94.2"
"Harmonised Index of Consumer Prices","2021","Oils and fats (COICOP 01.1.5)","Base 2015=100","103.7"
"Harmonised Index of Consumer Prices","2021","Fruit (COICOP 01.1.6)","Base 2015=100","97.8"
"Harmonised Index of Consumer Prices","2021","Vegetables (COICOP 01.1.7)","Base 2015=100","94.1"
"Harmonised Index of Consumer Prices","2021","Sugar, jam, honey, chocolate and confectionery (COICOP 01.1.8)","Base 2015=100","81"
"Harmonised Index of Consumer Prices","2021","Food products n.e.c. (COICOP 01.1.9)","Base 2015=100","94.1"
"Harmonised Index of Consumer Prices","2021","Non-alcoholic beverages (COICOP 01.2)","Base 2015=100","92.8"
"Harmonised Index of Consumer Prices","2021","Coffee, tea and cocoa (COICOP 01.2.1)","Base 2015=100","88.2"
"Harmonised Index of Consumer Prices","2021","Mineral waters, soft drinks, fruit and vegetable juices (COICOP 01.2.2)","Base 2015=100","94.5"
"Harmonised Index of Consumer Prices","2021","Alcoholic beverages, tobacco and narcotics (COICOP 02)","Base 2015=100","113.2"
"Harmonised Index of Consumer Prices","2021","Alcoholic beverages (COICOP 02.1)","Base 2015=100","90.6"
"Harmonised Index of Consumer Prices","2021","Spirits (COICOP 02.1.1)","Base 2015=100","101.3"
"Harmonised Index of Consumer Prices","2021","Wine (COICOP 02.1.2)","Base 2015=100","81.8"
"Harmonised Index of Consumer Prices","2021","Beer (COICOP 02.1.3)","Base 2015=100","97.9"
"Harmonised Index of Consumer Prices","2021","Tobacco (COICOP 02.2)","Base 2015=100","141"
"Harmonised Index of Consumer Prices","2021","Clothing and footwear (COICOP 03)","Base 2015=100","84.6"
"Harmonised Index of Consumer Prices","2021","Clothing (COICOP 03.1)","Base 2015=100","86.4"
"Harmonised Index of Consumer Prices","2021","Clothing materials (COICOP 03.1.1)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2021","Garments (COICOP 03.1.2)","Base 2015=100","86.1"
"Harmonised Index of Consumer Prices","2021","Other articles of clothing and clothing accessories (COICOP 03.1.3)","Base 2015=100","84.1"
"Harmonised Index of Consumer Prices","2021","Cleaning, repair and hire of clothing (COICOP 03.1.4)","Base 2015=100","107.4"
"Harmonised Index of Consumer Prices","2021","Footwear (COICOP 03.2)","Base 2015=100","76.5"
"Harmonised Index of Consumer Prices","2021","Housing, water, electricity, gas and other fuels (COICOP 04)","Base 2015=100","120.7"
"Harmonised Index of Consumer Prices","2021","Actual rentals for housing (COICOP 04.1)","Base 2015=100","133.8"
"Harmonised Index of Consumer Prices","2021","Maintenance and repair of the dwelling (COICOP 04.3)","Base 2015=100","109.4"
"Harmonised Index of Consumer Prices","2021","Materials for the maintenance and repair of the dwelling (COICOP 04.3.1)","Base 2015=100","102.2"
"Harmonised Index of Consumer Prices","2021","Services for the maintenance and repair of the dwelling (COICOP 04.3.2)","Base 2015=100","115.5"
"Harmonised Index of Consumer Prices","2021","Water supply and miscellaneous services relating to the dwelling (COICOP 04.4)","Base 2015=100","74"
"Harmonised Index of Consumer Prices","2021","Water supply (COICOP 04.4.1)","Base 2015=100","0"
"Harmonised Index of Consumer Prices","2021","Refuse collection (COICOP 04.4.2)","Base 2015=100","102.8"
"Harmonised Index of Consumer Prices","2021","Sewerage collection (COICOP 04.4.3)","Base 2015=100","0"
"Harmonised Index of Consumer Prices","2021","Other services relating to the dwelling n.e.c. (COICOP 04.4.4)","Base 2015=100","110.9"
"Harmonised Index of Consumer Prices","2021","Electricity, gas and other fuels (COICOP 04.5)","Base 2015=100","113"
"Harmonised Index of Consumer Prices","2021","Electricity (COICOP 04.5.1)","Base 2015=100","119"
"Harmonised Index of Consumer Prices","2021","Gas (COICOP 04.5.2)","Base 2015=100","110.2"
"Harmonised Index of Consumer Prices","2021","Liquid fuels (COICOP 04.5.3)","Base 2015=100","108.4"
"Harmonised Index of Consumer Prices","2021","Solid fuels (COICOP 04.5.4)","Base 2015=100","108.4"
"Harmonised Index of Consumer Prices","2021","Heat energy (COICOP 04.5.5)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2021","Furnishings, household equipment and routine household maintenance (COICOP 05)","Base 2015=100","83.3"
"Harmonised Index of Consumer Prices","2021","Furniture and furnishings, carpets and other floor coverings (COICOP 05.1)","Base 2015=100","76.1"
"Harmonised Index of Consumer Prices","2021","Furniture and furnishings (COICOP 05.1.1)","Base 2015=100","75.7"
"Harmonised Index of Consumer Prices","2021","Carpets and other floor coverings (COICOP 05.1.2)","Base 2015=100","96.9"
"Harmonised Index of Consumer Prices","2021","Repair of furniture, furnishings and floor coverings (COICOP 05.1.3)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2021","Household textiles (COICOP 05.2)","Base 2015=100","63.2"
"Harmonised Index of Consumer Prices","2021","Household appliances (COICOP 05.3)","Base 2015=100","91.1"
"Harmonised Index of Consumer Prices","2021","Major household appliances whether electric or not and small electric household appliances (COICOP 05.3.1_2)","Base 2015=100","90.4"
"Harmonised Index of Consumer Prices","2021","Repair of household appliances (COICOP 05.3.3)","Base 2015=100","102.2"
"Harmonised Index of Consumer Prices","2021","Glassware, tableware and household utensils (COICOP 05.4)","Base 2015=100","76.3"
"Harmonised Index of Consumer Prices","2021","Tools and equipment for house and garden (COICOP 05.5)","Base 2015=100","85.7"
"Harmonised Index of Consumer Prices","2021","Goods and services for routine household maintenance (COICOP 05.6)","Base 2015=100","91.8"
"Harmonised Index of Consumer Prices","2021","Non-durable household goods (COICOP 05.6.1)","Base 2015=100","67.4"
"Harmonised Index of Consumer Prices","2021","Domestic services and household services (COICOP 05.6.2)","Base 2015=100","120.3"
"Harmonised Index of Consumer Prices","2021","Health (COICOP 06)","Base 2015=100","107.8"
"Harmonised Index of Consumer Prices","2021","Medical products, appliances and equipment (COICOP 06.1)","Base 2015=100","96.2"
"Harmonised Index of Consumer Prices","2021","Pharmaceutical products (COICOP 06.1.1)","Base 2015=100","95"
"Harmonised Index of Consumer Prices","2021","Other medical products, therapeutic appliances and equipment (COICOP 06.1.2_3)","Base 2015=100","101.5"
"Harmonised Index of Consumer Prices","2021","Out-patient services (COICOP 06.2)","Base 2015=100","115.2"
"Harmonised Index of Consumer Prices","2021","Medical services and paramedical services (COICOP 06.2.1_3)","Base 2015=100","115.7"
"Harmonised Index of Consumer Prices","2021","Dental services (COICOP 06.2.2)","Base 2015=100","114.2"
"Harmonised Index of Consumer Prices","2021","Hospital services (COICOP 06.3)","Base 2015=100","107.3"
"Harmonised Index of Consumer Prices","2021","Transport (COICOP 07)","Base 2015=100","104.2"
"Harmonised Index of Consumer Prices","2021","Purchase of vehicles (COICOP 07.1)","Base 2015=100","99.9"
"Harmonised Index of Consumer Prices","2021","Motor cars (COICOP 07.1.1)","Base 2015=100","99.9"
"Harmonised Index of Consumer Prices","2021","Motor cycles, bicycles and animal drawn vehicles (COICOP 07.1.2_3_4)","Base 2015=100","98.1"
"Harmonised Index of Consumer Prices","2021","Operation of personal transport equipment (COICOP 07.2)","Base 2015=100","110.9"
"Harmonised Index of Consumer Prices","2021","Spare parts and accessories for personal transport equipment (COICOP 07.2.1)","Base 2015=100","106.3"
"Harmonised Index of Consumer Prices","2021","Fuels and lubricants for personal transport equipment (COICOP 07.2.2)","Base 2015=100","112.5"
"Harmonised Index of Consumer Prices","2021","Maintenance and repair of personal transport equipment (COICOP 07.2.3)","Base 2015=100","106.4"
"Harmonised Index of Consumer Prices","2021","Other services in respect of personal transport equipment (COICOP 07.2.4)","Base 2015=100","114.8"
"Harmonised Index of Consumer Prices","2021","Transport services (COICOP 07.3)","Base 2015=100","90.8"
"Harmonised Index of Consumer Prices","2021","Passenger transport by railway (COICOP 07.3.1)","Base 2015=100","107.2"
"Harmonised Index of Consumer Prices","2021","Passenger transport by road (COICOP 07.3.2)","Base 2015=100","104.2"
"Harmonised Index of Consumer Prices","2021","Passenger transport by air (COICOP 07.3.3)","Base 2015=100","76.1"
"Harmonised Index of Consumer Prices","2021","Passenger transport by sea and inland waterway (COICOP 07.3.4)","Base 2015=100","136.2"
"Harmonised Index of Consumer Prices","2021","Combined passenger transport (COICOP 07.3.5)","Base 2015=100","101.6"
"Harmonised Index of Consumer Prices","2021","Other purchased transport services (COICOP 07.3.6)","Base 2015=100","119.4"
"Harmonised Index of Consumer Prices","2021","Communications (COICOP 08)","Base 2015=100","86.4"
"Harmonised Index of Consumer Prices","2021","Postal services (COICOP 08.1)","Base 2015=100","134.6"
"Harmonised Index of Consumer Prices","2021","Telephone and telefax equipment and services (COICOP 08.2_3)","Base 2015=100","84.5"
"Harmonised Index of Consumer Prices","2021","Recreation and culture (COICOP 09)","Base 2015=100","99.1"
"Harmonised Index of Consumer Prices","2021","Audio-visual, photographic and information processing equipment (COICOP 09.1)","Base 2015=100","56.6"
"Harmonised Index of Consumer Prices","2021","Equipment for the reception, recording and reproduction of sound and picture (COICOP 09.1.1)","Base 2015=100","55"
"Harmonised Index of Consumer Prices","2021","Photographic and cinematographic equipment and optical instruments (COICOP 09.1.2)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2021","Information processing equipment (COICOP 09.1.3)","Base 2015=100","31.7"
"Harmonised Index of Consumer Prices","2021","Recording media (COICOP 09.1.4)","Base 2015=100","83.9"
"Harmonised Index of Consumer Prices","2021","Repair of audio-visual, photographic and information processing equipment (COICOP 09.1.5)","Base 2015=100","99.8"
"Harmonised Index of Consumer Prices","2021","Other major durables for recreation and culture (COICOP 09.2)","Base 2015=100","100.5"
"Harmonised Index of Consumer Prices","2021","Major durables for indoor and outdoor recreation including musical instruments (COICOP 09.2.1_2)","Base 2015=100","100.5"
"Harmonised Index of Consumer Prices","2021","Maintenance and repair of other major durables for recreation and culture (COICOP 09.2.3)","Base 2015=100",""
"Harmonised Index of Consumer Prices","2021","Other recreational items and equipment, gardens and pets (COICOP 09.3)","Base 2015=100","74.6"
"Harmonised Index of Consumer Prices","2021","Games, toys and hobbies (COICOP 09.3.1)","Base 2015=100","63.9"
"Harmonised Index of Consumer Prices","2021","Equipment for sport, camping and open-air recreation (COICOP 09.3.2)","Base 2015=100","65.4"
"Harmonised Index of Consumer Prices","2021","Gardens, plants and flowers (COICOP 09.3.3)","Base 2015=100","72.9"
"Harmonised Index of Consumer Prices","2021","Pets and related products; veterinary and other services for pets (COICOP 09.3.4_5)","Base 2015=100","103.4"
"Harmonised Index of Consumer Prices","2021","Recreational and cultural services (COICOP 09.4)","Base 2015=100","109.8"
"Harmonised Index of Consumer Prices","2021","Recreational and sporting services (COICOP 09.4.1)","Base 2015=100","119.1"
"Harmonised Index of Consumer Prices","2021","Cultural services (COICOP 09.4.2)","Base 2015=100","103.3"
"Harmonised Index of Consumer Prices","2021","Newspapers, books and stationery (COICOP 09.5)","Base 2015=100","106.6"
"Harmonised Index of Consumer Prices","2021","Books (COICOP 09.5.1)","Base 2015=100","106"
"Harmonised Index of Consumer Prices","2021","Newspapers and periodicals (COICOP 09.5.2)","Base 2015=100","118.7"
"Harmonised Index of Consumer Prices","2021","Miscellaneous printed matter; stationery and drawing materials (COICOP 09.5.3_4)","Base 2015=100","92.9"
"Harmonised Index of Consumer Prices","2021","Package holidays (COICOP 09.6)","Base 2015=100","116.4"
"Harmonised Index of Consumer Prices","2021","Education (COICOP 10)","Base 2015=100","112.7"
"Harmonised Index of Consumer Prices","2021","Restaurants and hotels (COICOP 11)","Base 2015=100","114.4"
"Harmonised Index of Consumer Prices","2021","Catering services (COICOP 11.1)","Base 2015=100","113.7"
"Harmonised Index of Consumer Prices","2021","Restaurants, cafes and the like (COICOP 11.1.1)","Base 2015=100","114"
